Import Rates,Export Rates,Zip,Utility Name,Utility ID,Tariff Name,Tariff ID
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
0.12178811,0.12178811,13905,New York State Elec & Gas Corp,562,SC1,80701
