Import Rates,Export Rates,Zip,Utility Name,Utility ID,Tariff Name,Tariff ID
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.057102,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
0.068562,0.129,86011,Arizona Public Service Co,2885,R-3,3289753
